time,steering
1627339869.299600363,-43.258313532
1627339869.331731081,-42.685355737
1627339869.365663290,-41.768623265
1627339869.398908138,-41.081073911
1627339869.432238102,-40.794595013
1627339869.467022657,-40.565411895
1627339869.500381947,-40.565411895
1627339869.532565832,-40.450820336
1627339869.567578793,-40.393524557
1627339869.600824118,-40.164341439
1627339869.633253336,-39.763270982
1627339869.667881489,-39.362200525
1627339869.701254129,-38.961130069
1627339869.733665943,-38.560059612
1627339869.768585205,-38.044397597
1627339869.801650763,-37.987101817
1627339869.833828449,-37.586031361
1627339869.868756294,-37.356848243
1627339869.901956320,-36.955777786
1627339869.934424400,-36.497411550
1627339869.969152212,-35.981749534
1627339870.002387524,-35.294200180
1627339870.035306454,-34.377467708
1627339870.068568468,-33.976397251
1627339870.103157997,-33.174256338
1627339870.135932684,-32.544002763
1627339870.171038151,-32.085636527
1627339870.202672720,-31.283495614
1627339870.236597776,-30.767833599
1627339870.270923853,-29.793805347
1627339870.303220987,-28.590593977
1627339870.337117910,-27.788453064
1627339870.371335745,-26.356058576
1627339870.405167580,-24.980959868
1627339870.437471151,-24.178818955
1627339870.470772028,-22.975607585
1627339870.504703522,-21.772396215
1627339870.537986279,-20.970255302
1627339870.571341991,-19.996227050
1627339870.606545925,-18.964903019
1627339870.637510538,-18.277353665
1627339870.672755480,-17.475212751
1627339870.705927134,-16.844959177
1627339870.738870382,-16.443888720
1627339870.773176432,-16.272001382
1627339870.806429625,-16.157409823
1627339870.838478327,-16.157409823
1627339870.873449326,-16.157409823
1627339870.906797409,-16.157409823
1627339870.939594984,-16.157409823
1627339870.973690987,-16.157409823
1627339871.006958485,-16.157409823
1627339871.039172411,-15.985522484
1627339871.072929144,-15.756339366
1627339871.107287407,-15.355268910
1627339871.139709949,-14.667719555
1627339871.174867868,-14.152057540
1627339871.207712412,-13.579099745
1627339871.240072489,-13.063437729
1627339871.274608612,-12.776958831
1627339871.308228970,-12.261296816
1627339871.340515614,-11.688339021
1627339871.375935793,-11.172677005
1627339871.408619642,-10.370536092
1627339871.440850735,-9.854874076
1627339871.476780176,-9.682986738
1627339871.508903265,-9.453803620
1627339871.541354179,-9.167324722
1627339871.576029539,-9.167324722
1627339871.609382391,-9.052733163
1627339871.641634941,-9.052733163
1627339871.675371885,-9.052733163
1627339871.709764957,-8.995437384
1627339871.742093086,-8.766254266
1627339871.776795387,-8.594366927
1627339871.810194016,-8.193296470
1627339871.842347622,-7.964113352
1627339871.877293587,-7.563042896
1627339871.910809517,-7.276563998
1627339871.943071365,-7.047380880
1627339871.977809668,-6.760901983
1627339872.011145592,-6.589014644
1627339872.043620825,-6.359831526
1627339872.078252792,-6.187944187
1627339872.111541986,-6.187944187
1627339872.144330740,-6.187944187
1627339872.178766489,-5.844169510
1627339872.211956024,-5.557690613
1627339872.244251013,-4.870141259
1627339872.279225111,-4.354479243
1627339872.312267303,-3.380450991
1627339872.345536947,-2.349126960
1627339872.379818439,-1.776169165
1627339872.413058519,-0.974028252
1627339872.445974350,-0.687549354
1627339872.480200768,-0.687549354
1627339872.513979912,-0.687549354
1627339872.546484947,-0.687549354
1627339872.580878258,-0.687549354
1627339872.614938259,-0.687549354
1627339872.646061897,-0.687549354
1627339872.680373669,-0.687549354
1627339872.715284586,-0.687549354
1627339872.746779442,-0.744845134
1627339872.780287743,-0.744845134
1627339872.815340042,-0.744845134
1627339872.846982956,-0.744845134
1627339872.880694628,-0.744845134
1627339872.915936470,-0.744845134
1627339872.947362661,-0.744845134
1627339872.982511044,-0.744845134
1627339873.016420841,-0.744845134
1627339873.047808647,-0.744845134
1627339873.083134174,-0.974028252
1627339873.115900993,-0.974028252
1627339873.148186684,-0.974028252
1627339873.183460236,-0.974028252
1627339873.215825558,-0.974028252
1627339873.249462128,-1.088619811
1627339873.282699347,-1.375098708
1627339873.316157818,-1.890760724
1627339873.349840879,-2.578310078
1627339873.383276463,-2.979380535
1627339873.417860985,-3.666929889
1627339873.449853659,-3.953408786
1627339873.483354568,-4.297183463
1627339873.517794132,-4.354479243
1627339873.550060749,-4.354479243
1627339873.584933281,-4.354479243
1627339873.618254900,-4.354479243
1627339873.650493383,-4.354479243
1627339873.685524464,-4.354479243
1627339873.718659639,-4.354479243
1627339873.750907421,-4.354479243
1627339873.785852671,-4.354479243
1627339873.819262028,-4.354479243
1627339873.851367235,-4.354479243
1627339873.885101318,-4.297183463
1627339873.918594122,-3.953408786
1627339873.951892853,-3.781521448
1627339873.987079620,-3.495042550
1627339874.019820213,-3.380450991
1627339874.052125692,-3.380450991
1627339874.087105513,-3.380450991
1627339874.120584726,-3.380450991
1627339874.152986765,-3.380450991
1627339874.187560081,-3.380450991
1627339874.221032619,-3.380450991
1627339874.253297806,-3.380450991
1627339874.287940025,-3.380450991
1627339874.321564674,-3.380450991
1627339874.353866577,-3.380450991
1627339874.388898611,-3.380450991
1627339874.421242237,-3.380450991
1627339874.454317331,-3.380450991
1627339874.488998652,-3.380450991
1627339874.522280931,-3.380450991
1627339874.555398464,-3.380450991
1627339874.589652777,-3.380450991
1627339874.622913599,-3.380450991
1627339874.655863523,-3.380450991
1627339874.690013409,-3.380450991
1627339874.722901106,-3.380450991
1627339874.756165981,-3.265859432
1627339874.790528297,-2.979380535
